,nct_id,study_type,acronym,baseline_population,brief_title,official_title,overall_status
623,NCT04444973,Observational,RVBPA,,RV Conductance Catheter Assessment During Balloon Pulmonary Angioplasty,Use of Right Ventricular Conductance Catheter Guidance to Optimise Balloon Pulmonary Angioplasty as a Non Surgical Treatment of Chronic Thromboembolic Pulmonary Hypertension.,Not yet recruiting
624,NCT04444960,Observational [Patient Registry],PTCA,,Precision Therapy in Complex High-risk Coronary Artery Disease,Prospective Registry of the Intracoronary Physiology and Imaging-guided Precision Therapy in Complex High-risk Patients,Recruiting
625,NCT04444947,Observational [Patient Registry],,,Influencing Factors in Patients With Colorectal and Gastric Polyps a Retrospective Study,Influencing Factors in Patients With Colorectal and Gastric a Retrospective Study,Completed
626,NCT04444934,Observational,,,Intra-operative Visual Examination at IDS,Can Intra-operative Visual Examination be a Reliable Assessment During Interval Debulking Surgery for Ovarian Cancer?,Completed
627,NCT04444921,Interventional,,,Testing the Addition of Nivolumab to Chemotherapy for Patients With Metastatic Anal Cancer,A Randomized Phase III Study of Immune Checkpoint Inhibition With Chemotherapy in Treatment-Naive Metastatic Anal Cancer Patients,Not yet recruiting
628,NCT00004323,Interventional,,,Phase II Study of Bone Marrow Transplantation Using Related Donors in Patients With Aplastic Anemia,,Completed
629,NCT04444908,Observational,,,Development and Validation of an Artificial Intelligence-assisted Strategy Selection System for Colonoscopy Cleaning,Development and Validation of an Artificial Intelligence-assisted Strategy Selection System for Colonoscopy Cleaning,Recruiting
630,NCT04444895,Interventional,,,A Study of Long-Term Safety and Efficacy of Lanadelumab for Prevention of Acute Attacks of Non-histaminergic Angioedema With Normal C1-Inhibitor,An Open-Label Study to Evaluate the Long-Term Safety and Efficacy of Lanadelumab for Prevention Against Acute Attacks of Non-histaminergic Angioedema With Normal C1-Inhibitor (C1-INH),Not yet recruiting
631,NCT04444882,Observational [Patient Registry],COTUKI,,"Complications After Lumpectomy, Sentinel Node and Radiotherapy in Breast Cancer Patients and Physiotherapy Care","Complications After Lumpectomy, Sentinel Node and Radiotherapy in Breast Cancer Patients and Physiotherapy Care",Not yet recruiting
632,NCT04444869,Interventional,ENID,,Testing Less Intensive Radiation With Chemotherapy to Treat Low-risk Patients With HPV-positive Oropharyngeal Cancer,"Phase II Trial of Definitive Chemoradiation With Elective Nodal Irradiation Dose De-escalation for p16 Positive Squamous Cell Carcinoma of the Oropharynx ""ENID""",Not yet recruiting
633,NCT04444856,Observational,,,Clinical Outcomes of NovoSeven® Treatment in Severe Postpartum Haemorrhage - a Study at the University Hospital of Bern,Clinical Outcomes of NovoSeven® Treatment in Severe Postpartum Haemorrhage - a Retrospective Single-centre Cohort Study at the University Hospital of Bern,Not yet recruiting
634,NCT04444843,Interventional,,,Risk Factors of Chinese Kidney Transplant Recipients DSA Based on MPA Immunosuppressive Regimen,A Multicenter Clinical Trial: Risk Factors of Chinese Kidney Transplant Recipients DSA Based on MPA Immunosuppressive Regimen,Not yet recruiting
635,NCT04444830,Interventional,,,Sprix for Postoperative Pain Control Following Gynecologic Surgery,Can Intranasal Ketorolac Tromethamine Prescribed Postoperatively After Major Female Pelvic Reconstructive Surgery Reduce Consumption of Prescribed Narcotics?,Not yet recruiting
636,NCT04444817,Observational [Patient Registry],,,"Evaluation of the Impact of Tacrolimus-based Immunosuppression on Heidelberg Liver Transplant Cohort (HDTACRO): Study Protocol for an Investigator Initiated, Non-interventional Prospective Study","Evaluation of the Impact of Tacrolimus-based Immunosuppression on Heidelberg Liver Transplant Cohort (HDTACRO): Study Protocol for an Investigator Initiated, Non-interventional Prospective Study",Recruiting
637,NCT04444531,Observational,,,Clinical Improvement and COVID-19 Pneumonia,Identification of Factors Associated to Clinical Improvement in Patients With SARS-COV-2 Pneumonia: a Prospective Cohort Study,Completed
638,NCT04444518,Interventional,,,Increasing Influenza and Tdap Vaccination of Pregnant Women,The VAX-MOM Study: Increasing Influenza and Tdap Vaccination of Pregnant Women,Not yet recruiting
639,NCT04444804,Observational,,,Study to Compare the Effectiveness of Rivaroxaban (Xarelto) Versus Low-molecular-weight Heparin (LMWH) and Phenprocoumon for the Treatment and Secondary Prevention of Venous Thromboembolism in Routine Clinical Practice in Germany,Real-world Comparative Effectiveness of Rivaroxaban Versus Low-molecular-weight Heparin (LMWH) and Phenprocoumon for the Treatment and Secondary Prevention of Venous Thromboembolism (RECENT),Not yet recruiting
640,NCT04444791,Observational,,,Chinese Pregnant Woman Cohort Study (Offspring Follow-up),Chinese Pregnant Woman Cohort Study (Offspring Follow-up),Not yet recruiting
641,NCT04444778,Interventional,,,Intermitent Hypoxia and Its Pathophysiology Consequences in the Sleep Apnea-Hypopnea Syndrome.,"Intermitent Hypoxia and Its Pathophysiology Consequences in the Sleep Apnea-Hypopnea Syndrome. Basic, Clinical and Therapeutically Study.",Not yet recruiting
642,NCT04444765,Observational,COOBrA,,Hemodynamic and Respiratory Tolerance of Intermittent Hemodialysis in Critically Ill Patients,Hemodynamic and Respiratory Tolerance of Intermittent Hemodialysis (Acetate Free Biofiltration and Bicarbonate-based Intermittent Dialysis) in Critically Ill Patients,Not yet recruiting
643,NCT04444752,Interventional,,,A Study Assessing the Efficacy and Safety of CBP-201,"A Randomized, Double-Blind, Placebo-Controlled Multi-Centered Study of the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of CBP-201 in Adult Subjects With Moderate to Severe Atopic Dermatitis",Recruiting
644,NCT04444739,Observational,AtrophyLSS,,"Association Between Lumbar Muscle Atrophy, Sagittal Pelvic Alignment and Stenosis Grade in Patients With Degenerative Lumbar Spinal Stenosis","AtrophyLSS - Association Between Lumbar Muscle Atrophy, Sagittal Pelvic Alignment and Stenosis Grade in Patients With Degenerative Lumbar Spinal Stenosis",Recruiting
645,NCT04444726,Interventional,,,Phototherpy Versus Tapwater Iontophoresis for Management of Atopic Dermatitis in Children.,"Phototherpy Versus Tap Water Iontophoresis for Management of Atopic Dermatitis in Children, Randomized Clinical Trial.",Recruiting
646,NCT04444713,Observational,,,Do Network Centrality Predict Overall Depression Symptom Reduction With Lifting of Social Distancing Protocols?,Centrality in the Cross-sectional Network of Depressive Symptom and Metacognitive Variables During COVID-19: Do Central Variables Predict Overall Symptom Reduction From Periods of Strict to Lifted Social Distancing Protocols?,Not yet recruiting
647,NCT04444700,Interventional,RAPID-BRAZIL,,A Pragmatic Randomized Controlled Trial of Therapeutic Anticoagulation Versus Standard Care as a Rapid Response to COVID-19 Pandemic,Utilização da Enoxaparina em Dose Anticoagulante em Pacientes Hospitalizados Com síndrome respiratória Aguda Grave Por COVID-19,Recruiting
648,NCT04444687,Observational,LapCoVIDSurg,,COVID 19: Is SARS-CoV-2 Contaminating Surgical Aerosols From Laparoscopy and Open Abdominal Surgery?,Is SARS-CoV-2 Contaminating Surgical Aerosols From Laparoscopy and Open Abdominal Surgery?,Not yet recruiting
649,NCT04443894,Interventional,,,Acute & Chronic Post-mastectomy Pain: Can PECS Block Alter the Geography?,Acute & Chronic Post-mastectomy Pain: Can PECS Block Alter the Geography?,Recruiting
650,NCT04444674,Interventional,,,COVID-19 Vaccine (ChAdOx1 nCoV-19) Trial in South African Adults With and Without HIV-infection,"An Adaptive Phase I/II Randomized Placebo-controlled Trial to Determine Safety, Immunogenicity and Efficacy of Non-replicating ChAdOx1 SARS-CoV-2 Vaccine in South African Adults Living Without HIV; and Safety and Immunogenicity in Adults Living With HIV",Not yet recruiting
651,NCT04444661,Observational,,,Effects of COVID-19 Induced Deconditioning After Long-term High Intensity Resistance Exercise,Effects of COVID-19 Induced Deconditioning After Long-term High Intensity Resistance Exercise in Older Men With Osteosarcopenia A Randomized Controlled Trial,"Active, not recruiting"
652,NCT04444648,Observational,FR2,,Fluctuation of Rhymicity to Predict Recovery,Longitudinal Evaluation of Circadian and Ultradian Rhythmic Fluctuations Measured by Continuous EEG During Coma to Predict the Recovery of Consciousness,Recruiting
653,NCT04444635,Interventional,,,The Efficacy of Ultrasound Guided Serratus Anterior Plane Block in Pediatric Patients,The Efficacy of Ultrasound Guided Serratus Anterior Plane Block in Pediatric Patients Undergoing Thoracic Surgeries: A Randomized Controlled Trial,Not yet recruiting
654,NCT04444622,Interventional,STIMVAX,,Immunotherapy for Third Line Metastatic Colorectal Cancer,Phase IIB Open-Label Study to Assess the Safety and Efficacy of STIMVAX® as Third-line Therapy for Metastatic Colorectal Cancer,Not yet recruiting
655,NCT04444609,Observational,PROSAIC-19,,PROSAIC-19 - Prospective Longitudinal Assessment in a COVID-19 Infected Cohort,PROSAIC-19 - Prospective Longitudinal Assessment in a COVID-19 Infected Cohort,Not yet recruiting
656,NCT04444596,Interventional,,,Conjunctival Swab vs Nasopharyngeal Swab in Patients With COVID-19,Conjunctival Swab vs Nasopharyngeal Swab in Patients With COVID-19,Recruiting
657,NCT04444583,Observational,REFLECS-FI,,Recognition of Heart Failure With Micro Electro-Mechanical Sensors (REFLECS) FI,Recognition of Heart Failure With Micro Electro-Mechanical Sensors (REFLECS) FI,Recruiting
658,NCT04444570,Interventional,,,Continuous Glycemia Monitoring in Perioperative Period in Patients Undergoing Total Knee or Hip Arthroplasty,Influence of Continuous Glycemia Monitoring in Perioperative Period on Complications Including Cardiovascular and Clinical Outcome in Patients Undergoing Total Knee or Hip Arthroplasty - Prospective Interventional Study,Not yet recruiting
659,NCT04444557,Observational,COST-HD,,Effect of COvid-19 on Mental Health in Syrian and Turkish Maintenance HemoDialysis Patients: COST-HD Study,Effect of COvid-19 on Mental Health in Syrian and Turkish Maintenance HemoDialysis Patients: COST-HD Study,Completed
660,NCT04444544,Observational,ChangeQoL,,Quality of Life and High-Risk Abdominal Cancer Surgery,Changes of Health-related Quality of Life After High-risk Oncological Abdominal Surgery; a Prospective Study,Not yet recruiting
661,NCT04444505,Observational,,,"Trait Versus State: The Differential Impact of Personality Traits, Coping Behaviors and Cognitions on Depression and Anxiety","Trait Versus State: The Differential Impact of Personality Traits, Coping Behaviors and Cognitions on Depression and Anxiety",Not yet recruiting
662,NCT04444492,Interventional,CoRaLa II,,Long-term Need of Ranibizumab Injections With or Without Early Targeted Peripheral Laser Photocoagulation for Treatment of Macular Edema Due to Central Retinal Vein Occlusion,Long-term Need of Ranibizumab Injections With or Without Early Targeted Peripheral Laser Photocoagulation for Treatment of Macular Edema Due to Central Retinal Vein Occlusion,Not yet recruiting
663,NCT04444479,Interventional,,,Insertion of PICC With Intracavitary ECG Navigation,PICC Insertion With the Use of IC ECG Navigation to Confirm the PICC Tip Location Compare to Chest X-ray,Recruiting
664,NCT04444466,Interventional,,,"A Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of UCB8600 in Healthy Participants, Atopic Participants, and Chronic Spontaneous Urticaria Participants","A First-In-Human, Randomized, Participant-Blind, Investigator-Blind, Placebo-Controlled, Single- and Multiple-Dose, Dose-Escalating Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of UCB8600 in Healthy Participants, Atopic Participants, and Chronic Spontaneous Urticaria Participants",Not yet recruiting
665,NCT04444453,Interventional,EARLY,,Early Ambulation to Reduce Hospital Length of Stay,Early Ambulation to Reduce Hospital Length of Stay,Not yet recruiting
666,NCT04444440,Interventional,,,Antibiotic Prophylaxis for Bladder Botox,Prophylactic Antibiotics During Treatment of Idiopathic Overactive Bladder With Intradetrusor onabotulinumtoxinA for the Reduction of Postoperative UTI: a Randomized Blinded Placebo-controlled Trial,Not yet recruiting
667,NCT04444427,Interventional,,,Evaluation of GLR2007 for Advanced Solid Tumors,"An Open-Label, Multicenter, Phase 1b/2 Study to Establish Safety, Tolerability, and Optimal Dosing Strategy of GLR2007 in Subjects With Advanced Solid Tumors",Not yet recruiting
668,NCT04444414,Interventional,MTBFMood,,"Manual Therapy on Balance, Functionality and Mood States","Effect of a Manual Therapy Protocol on Balance, Functionality and Mood States",Not yet recruiting
669,NCT04444401,Observational,,,Registry on NEN Patients and COVID-19,InterNaTional rEgistry oN Sars-cov-2posItiVe nEuroendocrine Neoplasm Patients (INTENSIVE),Recruiting
670,NCT04444388,Interventional,,,Effect of Cocoa Supplementation in Training Athletes Microbiota and Metabolome,Effect of Cocoa Supplementation in Training Athletes Microbiota and Metabolome: Effects on Acute and Adaptive Exercise,Enrolling by invitation
671,NCT04444375,Observational,,,"Plantar Pain, Balance and Foot Function in Individuals With Diabetes Mellitus","Plantar Pain, Balance and Foot Function in Individuals With Diabetes Mellitus",Completed
672,NCT04444362,Interventional,,,Effects of IMT on Clinical Outcomes in Cardiac Surgery,Effects of Inspiratory Muscle Training on Clinical Outcomes in Individuals With Cardiac Surgery: A Randomized Controlled Trial,Not yet recruiting
673,NCT04444349,Interventional,,,Effects of CoQ10 on Inflammatory Response in Cardiac Surgery,The Effects of the Dietary Supplement Coenzyme Q10 on Inflammatory Responses in Individuals With Cardiac Surgery: A Randomized Controlled Trial,Not yet recruiting
674,NCT04444336,Observational,,,Information Sources and Their Relationship to Depressive and Anxiety Symptoms During the COVID-19 Pandemic: A Network Study,Information Sources and Their Relationship to Depressive and Anxiety Symptoms During the COVID-19 Pandemic: A Network Study,Not yet recruiting
675,NCT04444323,Interventional,,,3D Telemedicine During Covid: Cohort Study,3D Telemedicine During Covid: Cohort Study,Not yet recruiting
